0.0024995,0.00037705,0.0030223,0.0011985,0.0017546,-0.00029039
1.0432,-0.0031481,-0.092717,0.3159,0.066138,0.03291
-0.12654,1.0749,0.00061063,-0.23366,0.035172,0.26388
-0.18982,-0.010569,0.80563,-0.81992,0.021933,-0.5486
-0.0063155,0.00029585,-0.0090512,1.3156,-0.0068237,0.033789
0.092677,0.019188,-0.028114,-0.008927,1.2851,0.13065
0.0048814,0.011311,-0.0038128,-0.19803,-0.096011,1.1499
-0.056275,-0.0040837,0.048057,-0.16877,-0.071547,0.021358
0.13625,0.034751,0.013832,0.41073,-0.070913,-0.12965
-0.12998,-0.014194,0.16816,0.93464,0.047025,0.3393
0.014615,0.0012958,0.0066163,-0.28352,0.0066023,-0.012538
-0.075994,-0.01108,0.02656,-0.026497,-0.12228,-0.10318
0.0074856,-0.0073815,0.0039201,-0.12667,0.046865,-0.2758
-0.041562,-0.0053412,0.016779,0.04669,-0.00041426,-0.0067541
-0.030863,0.03165,-0.0008748,-0.17896,-0.0059094,-0.081325
0.16551,-0.015384,0.011579,0.26123,-0.03838,0.010615
-0.00064908,0.0013074,0.00094177,-0.036111,0.0021111,-0.0068439
-0.020789,-0.0081374,0.0007174,-0.025154,-0.043231,-0.070443
-0.013694,0.0025127,-0.0050628,0.19096,0.025779,-0.0049773
0.0039848,0.0032588,-0.0085818,-0.10587,0.014897,-0.015206
-0.039694,-0.022046,0.018316,0.097144,0.024261,-0.031873
0.095941,0.01913,0.024149,-0.2112,-0.037107,0.035127
-0.0054951,2.3663e-05,0.0012998,0.03784,-0.0015856,-0.0025607
0.021194,0.0006758,9.9617e-05,0.10944,-0.060999,-0.011888
-0.033608,0.0025541,0.010941,0.060938,0.0076353,-0.0048363
0.02669,-0.0014923,-0.00016873,0.033491,-0.0012554,-0.001907
0.01686,-0.02931,-0.013391,0.011569,0.02389,0.013008
0.066987,0.0040055,-0.024373,-0.06267,0.0048707,0.058487
-0.0019254,6.8794e-05,-0.00026886,0.0080306,0.00068816,-0.0019128
0.012927,0.0025736,0.00039225,0.1049,-0.0090995,0.025653
-0.015289,-0.0012048,0.003849,-0.00051988,0.00048701,0.021305
0.028628,0.00070748,0.0077604,-0.12207,0.0048435,-0.011151
0.021128,-0.015086,-0.017527,0.03596,0.028162,0.0091092
-0.023059,0.006399,-0.0030975,-0.076519,-0.012422,0.026243
-0.0043803,-0.00053571,3.7016e-05,0.0063542,0.00057166,-0.0055767
-0.0020683,0.0038224,0.0057177,0.00045367,-0.013959,0.026865
0.011583,-0.001273,-0.0031394,0.0089924,0.00062275,0.015473
0.0057398,-0.00069748,0.0038036,0.021321,0.0039677,0.0084347
0.022258,-0.021719,-0.0067442,0.024271,0.012037,-0.0032183
0.04671,-0.0012065,-0.010751,0.25872,0.0011429,-0.0085655
0.00093087,-0.00078428,-0.00045688,-0.013151,0.0012252,-0.0017298
-0.0078229,0.00054927,0.003699,-0.080875,-0.014366,-0.018213
0.0038125,0.0013456,0.00056348,0.073796,0.0048307,0.014824
-0.010559,-0.00012706,0.0040818,-0.0083816,-0.0029892,-0.022115
-0.00045657,-0.01232,0.0046271,0.018066,-0.0072089,0.00028188
-0.0013129,0.004909,0.0036231,-0.028976,-0.0040495,-0.041927
-0.00041602,-0.00017436,-0.00026998,-0.011602,-0.00029902,0.0025248
-0.011427,-0.0016969,-0.0049524,-0.026471,0.0029556,4.1121e-05
0.0065581,-0.0010373,-0.001695,-0.0064076,-0.0016373,0.041303
-0.0086535,0.0013565,0.0030704,0.0073006,-0.0058006,-0.010657
0.017364,-0.0077827,-0.0024327,-0.06358,-0.0036475,0.0051014
0.0048232,-0.00095742,0.00081146,-0.08878,0.0051755,-0.039723
0.00047016,-4.499e-05,0.00013497,-0.0069114,-0.0013482,0.00075189
-5.0282e-05,-0.00055836,0.00036769,0.015494,-0.0080114,0.010095
0.012493,0.00075276,0.0016641,-0.003832,0.0016634,0.014683
-0.0012476,0.0038358,0.0041524,0.023466,-0.0041873,0.00065236
-0.0040752,-0.0091117,-0.0017417,-0.0077325,-0.0067299,-0.0045606
0.0122,0.0035822,-0.0062262,-0.04439,0.008934,0.023723
0.0020412,-7.6841e-05,0.00061742,-0.0029142,-0.00091519,-0.00095576
